sent,2,3,1,1677940005.320068
sent2,2,6,2,1677940005.3233488
sent,2,3,3,1677940005.3252623
internal,2,10,4,1677940005.326027
internal,2,10,5,1677940006.3195443
sent2,2,6,6,1677940006.3223932
internal,2,8,7,1677940006.3232057
sent2,2,6,8,1677940006.3258493
sent2,2,5,9,1677940007.3232157
sent,2,2,10,1677940007.325367
internal,2,8,11,1677940007.3266308
sent2,2,5,12,1677940007.3296387
sent,2,1,13,1677940008.325279
internal,2,7,14,1677940008.326095
sent2,2,6,15,1677940008.329776
sent,2,3,16,1677940008.332447
internal,2,9,17,1677940009.3252509
internal,2,10,18,1677940009.3261018
sent,2,3,19,1677940009.3282645
internal,2,7,20,1677940009.3293061
internal,2,7,21,1677940010.3265
sent,2,2,22,1677940010.3282883
internal,2,7,23,1677940010.3291106
sent,2,1,24,1677940010.336912
internal,2,10,25,1677940011.3280098
sent,2,1,26,1677940011.3300328
internal,2,8,27,1677940011.3314006
sent,2,1,28,1677940011.3335562
internal,2,7,29,1677940012.3288274
sent,2,4,30,1677940012.3306317
sent,2,2,31,1677940012.3323393
sent2,2,5,32,1677940012.335019
internal,2,8,33,1677940013.3305137
sent2,2,5,34,1677940013.3331757
sent,2,2,35,1677940013.3351066
sent,2,3,36,1677940013.3369093
internal,2,10,37,1677940014.3315816
internal,2,7,38,1677940014.332511
internal,2,10,39,1677940014.3335066
sent,2,4,40,1677940014.3353899
internal,2,7,41,1677940015.3326566
internal,2,9,42,1677940015.3336117
internal,2,10,43,1677940015.3347363
internal,2,7,44,1677940015.3358777
internal,2,9,45,1677940016.334104
sent,2,4,46,1677940016.336211
internal,2,9,47,1677940016.3376098
sent2,2,5,48,1677940016.340608
sent2,2,6,49,1677940017.336518
internal,2,7,50,1677940017.3374395
sent,2,3,51,1677940017.33936
internal,2,9,52,1677940017.3406312
sent2,2,5,53,1677940018.3388813
sent,2,3,54,1677940018.3414767
sent,2,4,55,1677940018.3442233
internal,2,10,56,1677940018.345642
sent,2,3,57,1677940019.33899
sent2,2,5,58,1677940019.3423867
sent,2,4,59,1677940019.3452656
internal,2,8,60,1677940019.3467417
internal,2,10,61,1677940020.3393843
sent,2,3,62,1677940020.3415406
sent,2,3,63,1677940020.3437858
internal,2,7,64,1677940020.3447905
sent,2,2,65,1677940021.3416736
sent,2,2,66,1677940021.3437135
sent,2,4,67,1677940021.3461795
internal,2,8,68,1677940021.3472495
sent2,2,6,69,1677940022.344209
sent,2,3,70,1677940022.3469596
internal,2,7,71,1677940022.3484678
sent,2,2,72,1677940022.3515081
sent,2,3,73,1677940023.3447568
internal,2,7,74,1677940023.345814
internal,2,7,75,1677940023.3468878
internal,2,8,76,1677940023.3482106
internal,2,7,77,1677940024.3459883
internal,2,7,78,1677940024.3476336
sent,2,4,79,1677940024.3503237
internal,2,10,80,1677940024.351589
sent,2,3,81,1677940025.3481967
sent,2,3,82,1677940025.3509197
sent,2,4,83,1677940025.353568
sent,2,4,84,1677940025.3561757
internal,2,7,85,1677940026.3480904
internal,2,10,86,1677940026.3492565
internal,2,7,87,1677940026.3508542
sent2,2,6,88,1677940026.3542101
internal,2,9,89,1677940027.3493626
internal,2,7,90,1677940027.3504303
internal,2,9,91,1677940027.351556
sent,2,3,92,1677940027.3536446
sent,2,3,93,1677940028.3518286
sent2,2,6,94,1677940028.355399
sent2,2,5,95,1677940028.358441
internal,2,9,96,1677940028.3596787
sent2,2,5,97,1677940029.3538413
sent2,2,5,98,1677940029.3575907
internal,2,7,99,1677940029.359313
internal,2,7,100,1677940029.3620422
sent,2,3,101,1677940030.3550189
sent2,2,5,102,1677940030.3591378
sent2,2,6,103,1677940030.3636532
internal,2,7,104,1677940030.3655183
sent2,2,5,105,1677940031.3561945
sent2,2,5,106,1677940031.3590689
sent,2,3,107,1677940031.3612707
sent,2,1,108,1677940031.3634295
internal,2,7,109,1677940032.355638
internal,2,10,110,1677940032.3573096
internal,2,9,111,1677940032.3585076
sent2,2,5,112,1677940032.3621166
internal,2,7,113,1677940033.3564754
sent,2,2,114,1677940033.3584678
sent2,2,6,115,1677940033.3612802
sent,2,3,116,1677940033.3633063
sent,2,3,117,1677940034.358654
internal,2,8,118,1677940034.3601956
internal,2,8,119,1677940034.3617413
internal,2,10,120,1677940034.3633106
sent,2,3,121,1677940035.3595777
internal,2,9,122,1677940035.360736
internal,2,9,123,1677940035.3618386
internal,2,8,124,1677940035.363434
sent,2,1,125,1677940036.3612392
internal,2,8,126,1677940036.362795
internal,2,9,127,1677940036.364164
internal,2,7,128,1677940036.3656273
sent,2,3,129,1677940037.3625643
sent,2,1,130,1677940037.3649814
internal,2,9,131,1677940037.366489
sent,2,2,132,1677940037.3683705
sent,2,3,133,1677940038.3631332
internal,2,10,134,1677940038.3640976
internal,2,8,135,1677940038.3650317
sent,2,1,136,1677940038.3666542
internal,2,8,137,1677940039.3633134
internal,2,10,138,1677940039.36437
internal,2,10,139,1677940039.365375
sent,2,2,140,1677940039.3670497
sent,2,4,141,1677940040.3653173
sent2,2,6,142,1677940040.3680525
internal,2,7,143,1677940040.369069
sent,2,3,144,1677940040.3715868
internal,2,9,145,1677940041.365667
internal,2,7,146,1677940041.3669486
internal,2,10,147,1677940041.3680398
sent2,2,5,148,1677940041.3712265
sent2,2,6,149,1677940042.3683195
internal,2,10,150,1677940042.3694606
internal,2,8,151,1677940042.3706906
internal,2,7,152,1677940042.3719947
internal,2,7,153,1677940043.367505
internal,2,7,154,1677940043.3688438
sent,2,4,155,1677940043.3709636
internal,2,9,156,1677940043.3724196
sent,2,2,157,1677940044.3695695
sent,2,4,158,1677940044.371463
internal,2,9,159,1677940044.3725505
internal,2,10,160,1677940044.3739207
sent,2,4,161,1677940045.3708434
sent,2,1,162,1677940045.3728366
internal,2,10,163,1677940045.3741136
internal,2,10,164,1677940045.375067
internal,2,8,165,1677940046.3709676
internal,2,7,166,1677940046.3720975
sent2,2,6,167,1677940046.3746362
sent2,2,5,168,1677940046.3770578
sent2,2,5,169,1677940047.373457
internal,2,9,170,1677940047.3745172
sent2,2,5,171,1677940047.3770359
internal,2,8,172,1677940047.3782039
sent,2,3,173,1677940048.3740299
sent2,2,5,174,1677940048.3765345
sent,2,4,175,1677940048.3783512
sent,2,3,176,1677940048.3804317
internal,2,10,177,1677940049.374446
internal,2,9,178,1677940049.3757179
sent2,2,6,179,1677940049.378468
internal,2,8,180,1677940049.3795893
sent,2,2,181,1677940050.3762422
internal,2,9,182,1677940050.377325
sent,2,1,183,1677940050.3791854
internal,2,8,184,1677940050.3806589
internal,2,8,185,1677940051.3766458
internal,2,9,186,1677940051.3777854
sent2,2,5,187,1677940051.380505
sent,2,4,188,1677940051.3826652
internal,2,7,189,1677940052.3773494
internal,2,10,190,1677940052.3787944
sent,2,4,191,1677940052.3821535
internal,2,7,192,1677940052.3833363
sent,2,3,193,1677940053.3795419
sent,2,3,194,1677940053.381524
sent,2,3,195,1677940053.3834388
sent,2,2,196,1677940053.3853192
sent2,2,6,197,1677940054.3815107
sent,2,4,198,1677940054.3844206
sent2,2,6,199,1677940054.3881047
internal,2,10,200,1677940054.389916
internal,2,9,201,1677940055.3814278
sent,2,3,202,1677940055.3844519
sent,2,2,203,1677940055.3871973
sent2,2,6,204,1677940055.3910687
internal,2,8,205,1677940056.3817196
sent,2,2,206,1677940056.3842826
sent,2,4,207,1677940056.3864057
sent,2,3,208,1677940056.3885353
sent2,2,6,209,1677940057.384386
sent,2,4,210,1677940057.386413
sent2,2,5,211,1677940057.3892233
internal,2,8,212,1677940057.3905125
internal,2,10,213,1677940058.383483
internal,2,8,214,1677940058.3849332
sent2,2,6,215,1677940058.3875048
sent,2,4,216,1677940058.3895164
sent2,2,5,217,1677940059.387901
sent,2,4,218,1677940059.3910196
internal,2,10,219,1677940059.3928874
sent,2,4,220,1677940059.3956492
internal,2,10,221,1677940060.386915
internal,2,8,222,1677940060.388336
sent,2,3,223,1677940060.391274
internal,2,8,224,1677940060.3925998
sent2,2,6,225,1677940061.3905094
internal,2,8,226,1677940061.392239
sent2,2,5,227,1677940061.395533
sent,2,3,228,1677940061.3978643
sent2,2,5,229,1677940062.391668
internal,2,10,230,1677940062.392865
internal,2,9,231,1677940062.3944669
internal,2,10,232,1677940062.3958604
sent2,2,5,233,1677940063.3924634
internal,2,7,234,1677940063.3936837
internal,2,7,235,1677940063.3949053
sent,2,4,236,1677940063.3969977
