sent,0,2,1,1677940005.2396724
recv,0,0,2,1677940006.2389457
recv,0,0,5,1677940007.239492
recv,0,0,7,1677940008.2401776
recv,0,0,8,1677940009.240804
recv,0,0,9,1677940010.2414913
recv,0,0,11,1677940011.260934
recv,0,0,12,1677940012.2798295
recv,0,0,14,1677940013.2800448
recv,0,0,21,1677940014.281082
recv,0,0,23,1677940015.2817798
recv,0,0,25,1677940016.2822254
recv,0,0,27,1677940017.282629
recv,0,0,30,1677940018.2829993
recv,0,0,31,1677940019.283673
recv,0,0,33,1677940020.283915
recv,0,0,34,1677940021.284437
recv,0,0,47,1677940022.3007011
recv,0,0,48,1677940023.3017075
recv,0,0,52,1677940024.3020754
recv,0,0,57,1677940025.3025315
recv,0,0,64,1677940026.3029175
recv,0,0,65,1677940027.303295
recv,0,0,68,1677940028.3037708
recv,0,0,71,1677940029.304629
recv,0,0,87,1677940030.3051295
recv,0,0,93,1677940031.3056376
recv,0,0,94,1677940032.3060918
recv,0,0,96,1677940033.3065262
recv,0,0,97,1677940034.3069272
recv,0,0,101,1677940035.3076863
recv,0,0,102,1677940036.308316
recv,0,0,104,1677940037.3087537
recv,0,0,105,1677940038.309399
recv,0,0,107,1677940039.3098135
recv,0,0,111,1677940040.310034
recv,0,0,113,1677940041.31049
recv,0,0,114,1677940042.3111162
recv,0,0,124,1677940043.3119156
recv,0,0,129,1677940044.3300982
recv,0,0,131,1677940045.3304877
recv,0,0,135,1677940046.330991
recv,0,0,139,1677940047.3317018
recv,0,0,141,1677940048.3322718
recv,0,0,147,1677940049.332469
recv,0,0,148,1677940050.3330405
recv,0,0,156,1677940051.3336587
recv,0,0,161,1677940052.334115
recv,0,0,166,1677940053.3343089
recv,0,0,167,1677940054.334487
recv,0,0,168,1677940055.3352113
recv,0,0,170,1677940056.3357456
recv,0,0,173,1677940057.3360198
recv,0,0,178,1677940058.3366458
recv,0,0,180,1677940059.337033
recv,0,0,182,1677940060.337572
recv,0,0,186,1677940061.3380003
recv,0,0,195,1677940062.3385556
recv,0,0,196,1677940063.338946
